Uncleaned Order Data
//ord_09004//Tanvi Gupta-161BTM Layout//Anil Gupta*Burger+1+/7/1/2023//Online Payment//Delivered+On Time Delivery
"//ord_15001//Deepak Sharma-197HSR Layout//Manoj Singh*Butter Naan+4+/10/8/2023//UPI//Delivered+Fast delivery, fresh food"
//ord_24771//Deepak Sharma-197HSR Layout//Sneha Verma*Noodles+1+/12/16/2023//COD//Delivered+Good Service
"//ord_24872//Priya Singh-199Brigade Road//Anil Gupta*Masala Dosa+1+/6/20/2023//COD//Delivered+Fast delivery, fresh food"
//ord_24973//Rahul Sharma-215MG Road//Ravi Tiwari*Noodles+1+/4/8/2023//Credit Card//Cancelled+Change in Plans
//ord_25074//Sneha Jain-226HSR Layout//Rajesh Kumar*Samosa+5+/10/7/2023//Credit Card//Delivered+Good Service
//ord_25175//Kriti Patel-227Whitefield//Not Assigned*Fish Curry+1+/2/1/2023//Credit Card//Cancelled+High Delivery Fees
//ord_25276//Raj Kapoor-218Malleswaram//Pooja Sharma*Chicken Tikka+1+/9/12/2023//Credit Card//Delivered+Good Service
//ord_25377//Arjun Shah-155MG Road//Not Assigned*Tandoori Chicken+3+/8/29/2023//Credit Card//Cancelled+High Delivery Fees
//ord_25478//Sneha Jain-226HSR Layout//Ananya Reddy*Burger+1+/3/20/2023//COD//Delivered+Good Service
"//ord_25579//Alice Jose-275Marathahalli//Ravi Tiwari*Butter Chicken+2+/11/1/2023//UPI//Delivered+Fast delivery, fresh food"
//ord_25680//Anjali Jain-288Malleswaram//Manoj Singh*Butter Naan+4+/8/5/2023//COD//Delivered+On Time Delivery
"//ord_25781//Rohit Singh-165Indiranagar//Manoj Singh*Chicken Tikka+1+/8/10/2023//UPI//Delivered+Fast delivery, fresh food"
//ord_95882//Shreya Singh-268Marathahalli//Not Assigned*Pizza+3+/9/8/2023//Credit Card//Cancelled+Out of Stock
//ord_25983//Naveen Kumar-265Koramangala//Not Assigned*Pizza+3+/4/14/2023//UPI//Cancelled+High Delivery Fees
//ord_26084//Neha Patel-104Whitefield//Pooja Sharma*Fish Curry+1+/1/9/2023//Online Payment//Cancelled+Change in Plans
"//ord_26185//Priya Singh-199Brigade Road//Manoj Singh*Pizza+3+/1/4/2023//Online Payment//Delivered+Fast delivery, fresh food"
//ord_26286//Pooja Patel-221BTM Layout//Anil Gupta*Noodles+1+/10/28/2023//Online Payment//Cancelled+Delayed Delivery
"//ord_26387//Rohan Patel-234Indiranagar//Anil Gupta*Pav Bhaji+2+/4/12/2023//COD//Delivered+Fast delivery, fresh food"
//ord_26488//Neha Patel-104Whitefield//Pooja Sharma*Butter Chicken+3+/10/24/2023//COD//Delivered+Good Service
//ord_26589//Priyanka Singh-242Koramangala//Not Assigned*Butter Naan+4+/6/28/2023//Credit Card//Cancelled+Payment Issues
//ord_26690//Raj Kapoor-218Malleswaram//Rajesh Kumar*Sushi+1+/2/4/2023//Online Payment//Delivered+Good Service
//ord_26791//Vaishnavi M-111Brigade Road//Manoj Singh*Fish Curry+2+/7/31/2023//Online Payment//Delivered+On Time Delivery
//ord_26892//Alice Jose-275Marathahalli//Rajesh Kumar*Butter Chicken+2+/11/22/2023//COD//Delivered+Good Service
//ord_26993//Nisha Gupta-116Koramangala//Ananya Reddy*Sushi+1+/8/25/2023//Credit Card//Cancelled+Delayed Delivery
//ord_27094//Rohan Patel-234Indiranagar//Not Assigned*Pizza+3+/8/27/2023//Credit Card//Cancelled+Payment Issues
//ord_27195//Shreya Singh-268Marathahalli//Not Assigned*Hakka Noodles+2+/6/4/2023//UPI//Cancelled+Out of Stock
"//ord_27296//Neha Patel-104Whitefield//Ravi Tiwari*Masala Dosa+1+/4/25/2023//UPI//Delivered+Fast delivery, fresh food"
//ord_27397//Karan Sharma-216Marathahalli//Divya Patel*Fish Curry+2+/4/21/2023//Online Payment//Delivered+On Time Delivery
//ord_27498//Raj Kapoor-218Malleswaram//Not Assigned*Burger+1+/1/2/2023//Credit Card//Cancelled+High Delivery Fees
//ord_27599//Tanvi Gupta-161BTM Layout//Not Assigned*Butter Chicken+3+/5/12/2023//Credit Card//Cancelled+Payment Issues
//ord_27700//Rahul Sharma-215MG Road//Not Assigned*Chicken Curry+2+/8/11/2023//Online Payment//Cancelled+High Delivery Fees
"//ord_27801//Anjali Jain-288Malleswaram//Ananya Reddy*Fish Biryani+2+/7/25/2023//COD//Delivered+Fast delivery, fresh food"
//ord_27902//Alice Jose-275Marathahalli//Ravi Tiwari*Pizza+1+/11/9/2023//Credit Card//Delivered+Good Service
"//ord_28003//Vaishnavi M-111Brigade Road//Divya Patel*Noodles+2+/8/26/2023//Online Payment//Delivered+Fast delivery, fresh food"
//ord_28104//Alice Jose-275Marathahalli//Ravi Tiwari*Sushi+2+/8/17/2023//Credit Card//Delivered+Good Service
//ord_28205//Alice Jose-275Marathahalli//Siddharth Singh*Chicken Curry+2+/8/2/2023//Online Payment//Delivered+On Time Delivery
//ord_28306//Sneha Jain-226HSR Layout//Sneha Verma*Paneer Tikka+1+/9/22/2023//Online Payment//Delivered+Good Service
//ord_28407//Naveen Kumar-265Koramangala//Not Assigned*Masala Dosa+3+/10/3/2023//UPI//Cancelled+Payment Issues
"//ord_28508//Abhaya S Shankar-206Brigade Road//Ravi Tiwari*Paneer Tikka+5+/11/23/2023//UPI//Delivered+Fast delivery, fresh food"
//ord_28609//Priyanka Singh-242Koramangala//Not Assigned*Pav Bhaji+2+/8/1/2023//UPI//Cancelled+Payment Issues
//ord_28710//Neha Patel-104Whitefield//Rajesh Kumar*Pizza+3+/10/4/2023//Online Payment//Cancelled+Change in Plans
//ord_28811//Mithili Prakash-258BTM Layout//Pooja Sharma*Pizza+1+/12/1/2023//Online Payment//Cancelled+Delayed Delivery
//ord_28912//Mithili Prakash-258BTM Layout//Pooja Sharma*Pizza+1+/11/1/2023//UPI//Delivered+Good Service
//ord_29013//Priyanka Singh-242Koramangala//Pooja Sharma*Fish Curry+1+/4/5/2023//Credit Card//Cancelled+Change in Plans
//ord_29114//Nisha Gupta-116Koramangala//Siddharth Singh*Paneer Tikka+1+/2/7/2023//Online Payment//Cancelled+Delayed Delivery
"//ord_29215//Rahul Sharma-215MG Road//Ravi Tiwari*Pasta+2+/6/24/2023//Credit Card//Delivered+Fast delivery, fresh food"
"//ord_29316//Ajay Venkat-117Jayanagar//Rajesh Kumar*Hakka Noodles+4+/8/29/2023//Online Payment//Delivered+Fast delivery, fresh food"
//ord_29417//Ajay Venkat-117Jayanagar//Rajesh Kumar*Masala Dosa+4+/8/16/2023//Online Payment//Delivered+Good Service
//ord_29518//Naveen Kumar-265Koramangala//Not Assigned*Noodles+1+/9/17/2023//Credit Card//Cancelled+Out of Stock
//ord_29619//Anjali Jain-288Malleswaram//Sneha Verma*Chicken Curry+2+/5/1/2023//Online Payment//Cancelled+Delayed Delivery
//ord_29720//Deepak Sharma-197HSR Layout//Manoj Singh*Veg Biryani+2+/3/26/2023//UPI//Delivered+Good Service
"//ord_29821//Karan Sharma-216Marathahalli//Manoj Singh*Butter Naan+4+/6/27/2023//COD//Delivered+Fast delivery, fresh food"
//ord_29922//Tanvi Gupta-161BTM Layout//Pooja Sharma*Veg Biryani+2+/4/21/2023//Online Payment//Cancelled+Change in Plans
//ord_30023//Karan Sharma-216Marathahalli//Rajesh Kumar*Pasta+2+/7/10/2023//UPI//Delivered+Good Service
//ord_30124//Naveen Kumar-265Koramangala//Not Assigned*Samosa+5+/10/15/2023//Credit Card//Cancelled+Payment Issues
"//ord_30225//Pooja Patel-221BTM Layout//Siddharth Singh*Masala Dosa+1+/6/18/2023//UPI//Delivered+Fast delivery, fresh food"
//ord_30326//Raj Kapoor-218Malleswaram//Sneha Verma*Noodles+1+/8/28/2023//Online Payment//Delivered+On Time Delivery
//ord_30427//Neha Patel-104Whitefield//Anil Gupta*Hakka Noodles+1+/1/2/2023//COD//Delivered+On Time Delivery
"//ord_30528//Tanvi Gupta-161BTM Layout//Ravi Tiwari*Hakka Noodles+1+/6/7/2023//Online Payment//Delivered+Fast delivery, fresh food"
//ord_30629//Alice Jose-275Marathahalli//Siddharth Singh*Masala Dosa+5+/10/1/2023//Online Payment//Delivered+On Time Delivery
//ord_30730//Tanvi Gupta-161BTM Layout//Manoj Singh*Pizza+3+/7/5/2023//Online Payment//Delivered+Good Service
"//ord_30831//Reenu Raj-129Malleswaram//Siddharth Singh*Chicken Biryani+3+/12/22/2023//UPI//Delivered+Fast delivery, fresh food"
//ord_30932//Rakesh Sharma-213Malleswaram//Sneha Verma*Pav Bhaji+4+/3/15/2023//COD//Delivered+Good Service
//ord_31033//Meera Nandhana-153Whitefield//Rajesh Kumar*Pizza+1+/4/9/2023//Online Payment//Delivered+Good Service
//ord_31134//Radha S-178Koramangala//Pooja Sharma*Samosa+2+/7/19/2023//Credit Card//Delivered+Good Service
"//ord_31235//Arpana P -286Jayanagar//Divya Patel*Samosa+4+/8/15/2022//Credit Card//Delivered+Fast delivery, fresh food"
//ord_31336//Manohar Joshy-279Marathahalli//Siddharth Singh*Noodles+3+/12/6/2023//Online Payment//Delivered+Good Service
"//ord_31437//Prithvi Singhaniya-290HSR Layout//Anil Gupta*Chicken Fried Rice+3+/9/23/2023//Credit Card//Delivered+Fast delivery, fresh food"
//ord_31538//Rehana Hussain-203BTM Layout//Ananya Reddy*Fish Curry+1+/8/28/2023//Online Payment//Delivered+Good Service
//ord_31639//Rahul Raj-212Malleswaram//Pooja Sharma*Fish Curry+4+/5/17/2023//Credit Card//Delivered+Good Service
//ord_31740//Kumar Prabhu-205Indiranagar//Sneha Verma*Fish Curry+1+/3/20/2023//Online Payment//Delivered+On Time Delivery
"//ord_31841//Rakesh Sharma-213Malleswaram//Siddharth Singh*Chicken Fried Rice+4+/4/25/2023//UPI//Delivered+Fast delivery, fresh food"
//ord_31942//Reenu Raj-129Malleswaram//Rajesh Kumar*Noodles+2+/12/11/2023//UPI//Delivered+Good Service
//ord_32043//Nisha Gupta-116Koramangala//Manoj Singh*Samosa+5+/3/19/2023//Credit Card//Cancelled+Delayed Delivery
//ord_32144//Priyanka Singh-242Koramangala//Not Assigned*Chicken Curry+2+/7/19/2023//Credit Card//Cancelled+Payment Issues
//ord_32245//Tanvi Gupta-161BTM Layout//Siddharth Singh*Butter Chicken+3+/8/5/2023//Online Payment//Cancelled+Delayed Delivery
//ord_32346//Anjali Jain-288Malleswaram//Divya Patel*Butter Naan+4+/12/5/2023//Online Payment//Cancelled+Change in Plans
//ord_32447//Tanvi Gupta-161BTM Layout//Siddharth Singh*Tandoori Chicken+3+/12/8/2023//Credit Card//Cancelled+Change in Plans
//ord_32548//Karan Sharma-216Marathahalli//Not Assigned*Noodles+2+/3/13/2023//Online Payment//Cancelled+Out of Stock
//ord_32649//Pooja Patel-221BTM Layout//Rajesh Kumar*Noodles+1+/8/27/2023//COD//Delivered+Good Service
"//ord_32750//Rakesh Sharma-213Malleswaram//Ravi Tiwari*Hakka Noodles+6+/12/20/2023//Credit Card//Delivered+Fast delivery, fresh food"
//ord_32851//Arjun Shah-155MG Road//Not Assigned*Pav Bhaji+2+/2/25/2023//Online Payment//Cancelled+Payment Issues
"//ord_32952//Naveen Kumar-265Koramangala//Ravi Tiwari*Butter Chicken+3+/5/28/2023//Credit Card//Delivered+Fast delivery, fresh food"
//ord_33053//Akash Gupta-281Jayanagar//Sneha Verma*Noodles+1+/7/14/2023//UPI//Delivered+On Time Delivery
//ord_33154//Neha Patel-104Whitefield//Not Assigned*Masala Dosa+1+/7/23/2023//Online Payment//Cancelled+App Glitch
//ord_33255//Priyanka Singh-242Koramangala//Manoj Singh*Pasta+2+/8/6/2023//Credit Card//Delivered+On Time Delivery
//ord_33356//Arjun Shah-155MG Road//Pooja Sharma*Chicken Biryani+2+/11/18/2023//UPI//Delivered+Good Service
//ord_33457//Priyanka Singh-242Koramangala//Manoj Singh*Chicken Fried Rice+2+/4/6/2023//COD//Delivered+Good Service
"//ord_33558//Rohit Singh-165Indiranagar//Pooja Sharma*Hakka Noodles+1+/10/10/2023//UPI//Delivered+Fast delivery, fresh food"
//ord_33659//Vaishnavi M-111Brigade Road//Sneha Verma*Samosa+8+/8/16/2023//COD//Delivered+Good Service
//ord_33760//Alice Jose-275Marathahalli//Rajesh Kumar*Paneer Tikka+2+/10/29/2023//UPI//Delivered+On Time Delivery
"//ord_33861//Pooja Patel-221BTM Layout//Manoj Singh*Fish Curry+1+/12/15/2023//Credit Card//Delivered+Fast delivery, fresh food"
//ord_33962//Pooja Patel-221BTM Layout//Not Assigned*Paneer Tikka+1+/5/16/2023//Credit Card//Cancelled+Payment Issues
//ord_34063//Priya Singh-199Brigade Road//Divya Patel*Veg Biryani+2+/3/9/2023//UPI//Delivered+Good Service
//ord_34164//Rohan Patel-234Indiranagar//Divya Patel*Chicken Biryani+2+/8/21/2023//COD//Delivered+Good Service
//ord_34265//Kriti Patel-227Whitefield//Not Assigned*Burger+1+/8/26/2023//UPI//Cancelled+App Glitch
//ord_34366//Raj Kapoor-218Malleswaram//Not Assigned*Chicken Tikka+1+/2/7/2023//Credit Card//Cancelled+Payment Issues
//ord_34467//Akash Gupta-281Jayanagar//Divya Patel*Hakka Noodles+1+/2/27/2023//Credit Card//Delivered+Good Service
"//ord_34568//Nisha Gupta-116Koramangala//Rajesh Kumar*Butter Chicken+3+/12/24/2023//COD//Delivered+Fast delivery, fresh food"
//ord_34669//Rohan Patel-234Indiranagar//Not Assigned*Veg Biryani+4+/5/2/2023//Credit Card//Cancelled+Payment Issues
//ord_34770//Naveen Kumar-265Koramangala//Manoj Singh*Pav Bhaji+2+/4/2/2023//Credit Card//Delivered+Good Service
"//ord_34871//Deepak Sharma-197HSR Layout//Ananya Reddy*Samosa+5+/3/27/2023//UPI//Delivered+Fast delivery, fresh food"
//ord_34972//Naveen Kumar-265Koramangala//Sneha Verma*Pav Bhaji+2+/6/11/2023//Online Payment//Delivered+Good Service
//ord_35073//Anika Verma-198Indiranagar//Not Assigned*Chicken Fried Rice+4+/10/26/2023//UPI//Cancelled+Out of Stock
//ord_35174//Priyanka Singh-242Koramangala//Ravi Tiwari*Masala Dosa+1+/5/20/2023//Credit Card//Delivered+On Time Delivery
//ord_35275//Anjali Jain-288Malleswaram//Sneha Verma*Hakka Noodles+1+/5/7/2023//UPI//Cancelled+Change in Plans
//ord_35376//Arjun Shah-155MG Road//Siddharth Singh*Chicken Tikka+1+/12/12/2023//Credit Card//Delivered+On Time Delivery
"//ord_35477//Priyanka Singh-242Koramangala//Divya Patel*Pizza+3+/3/23/2023//Online Payment//Delivered+Fast delivery, fresh food"
//ord_35578//Rahul Sharma-215MG Road//Divya Patel*Pasta+2+/3/10/2023//UPI//Cancelled+Delayed Delivery
//ord_35679//Tanvi Gupta-161BTM Layout//Not Assigned*Butter Naan+4+/3/30/2023//Credit Card//Cancelled+Out of Stock
//ord_35780//Aryan Shah-113Jayanagar//Not Assigned*Veg Biryani+2+/12/27/2023//Credit Card//Cancelled+Payment Issues
"//ord_35881//Kriti Patel-227Whitefield//Ananya Reddy*Butter Naan+4+/1/10/2023//COD//Delivered+Fast delivery, fresh food"
//ord_35982//Arjun Shah-155MG Road//Divya Patel*Noodles+1+/6/13/2023//COD//Delivered+Good Service
//ord_36083//Rakesh Sharma-213Malleswaram//Ravi Tiwari*Hakka Noodles+6+/12/20/2023//Online Payment//Delivered+On Time Delivery
//ord_36184//Arjun Shah-155MG Road//Not Assigned*Paneer Tikka+1+/9/24/2023//Credit Card//Cancelled+Payment Issues
//ord_36285//Nisha Gupta-116Koramangala//Siddharth Singh*Chicken Fried Rice+2+/4/26/2023//UPI//Cancelled+Delayed Delivery
"//ord_36386//Akash Gupta-281Jayanagar//Manoj Singh*Chicken Curry+2+/2/25/2023//UPI//Delivered+Fast delivery, fresh food"
//ord_36487//Tanvi Gupta-161BTM Layout//Not Assigned*Burger+1+/7/5/2023//Online Payment//Cancelled+High Delivery Fees
//ord_36588//Vivek Mahajan-132Marathahalli//Siddharth Singh*Fish Biryani+4+/12/15/2023//Online Payment//Delivered+Good Service
"//ord_36689//Vivek Mahajan-132Marathahalli//Sneha Verma*Paneer Tikka+3+/12/16/2023//Online Payment//Delivered+Fast delivery, fresh food"
//ord_36790//Neha Patel-104Whitefield//Divya Patel*Pizza+3+/2/17/2023//Online Payment//Cancelled+Change in Plans
//ord_36891//Rohit Singh-165Indiranagar//Siddharth Singh*Chicken Fried Rice+2+/1/5/2023//Credit Card//Cancelled+Delayed Delivery
//ord_36992//Rohan Patel-234Indiranagar//Not Assigned*Masala Dosa+4+/8/23/2023//Credit Card//Cancelled+App Glitch
//ord_37093//Naveen Kumar-265Koramangala//Ananya Reddy*Burger+2+/10/1/2023//UPI//Cancelled+Delayed Delivery
//ord_37194//Sneha Jain-226HSR Layout//Divya Patel*Paneer Tikka+1+/6/24/2023//UPI//Delivered+On Time Delivery
"//ord_37295//Sneha Jain-226HSR Layout//Divya Patel*Tandoori Chicken+3+/10/28/2023//Online Payment//Delivered+Fast delivery, fresh food"
//ord_37396//Rohan Patel-234Indiranagar//Manoj Singh*Hakka Noodles+1+/8/6/2023//UPI//Delivered+Good Service
//ord_37497//Rohan Patel-234Indiranagar//Siddharth Singh*Pasta+2+/12/23/2023//Credit Card//Delivered+On Time Delivery
"//ord_37598//Priya Singh-199Brigade Road//Sneha Verma*Tandoori Chicken+3+/4/25/2023//COD//Delivered+Fast delivery, fresh food"
//ord_37699//Neha Patel-104Whitefield//Sneha Verma*Chicken Fried Rice+2+/2/17/2023//COD//Delivered+On Time Delivery
//ord_37800//Karan Sharma-216Marathahalli//Sneha Verma*Fish Curry+2+/6/3/2023//Credit Card//Delivered+Good Service
"//ord_37901//Kriti Patel-227Whitefield//Siddharth Singh*Chicken Biryani+2+/4/21/2023//Online Payment//Delivered+Fast delivery, fresh food"
//ord_38002//Nisha Gupta-116Koramangala//Sneha Verma*Burger+1+/10/25/2023//Credit Card//Cancelled+Delayed Delivery
//ord_38103//Karan Sharma-216Marathahalli//Manoj Singh*Chicken Curry+2+/11/19/2023//Credit Card//Delivered+Good Service
"//ord_38204//Aryan Shah-113Jayanagar//Sneha Verma*Butter Naan+4+/7/31/2023//Online Payment//Delivered+Fast delivery, fresh food"
"//ord_38305//Nisha Gupta-116Koramangala//Anil Gupta*Chicken Biryani+2+/2/10/2023//Online Payment//Delivered+Fast delivery, fresh food"
//ord_38406//Raj Kapoor-218Malleswaram//Sneha Verma*Pav Bhaji+2+/6/15/2023//UPI//Delivered+Good Service
//ord_38507//Rohan Patel-234Indiranagar//Sneha Verma*Burger+2+/3/4/2023//Credit Card//Delivered+Good Service
//ord_38608//Aryan Shah-113Jayanagar//Siddharth Singh*Chicken Biryani+2+/9/28/2023//Credit Card//Delivered+On Time Delivery
//ord_38709//Alice Jose-275Marathahalli//Rajesh Kumar*Fish Biryani+3+/9/21/2023//Online Payment//Delivered+Good Service
"//ord_38810//Alice Jose-275Marathahalli//Siddharth Singh*Chicken Biryani+4+/10/30/2023//Credit Card//Delivered+Fast delivery, fresh food"
//ord_38911//Vaishnavi M-111Brigade Road//Pooja Sharma*Tandoori Chicken+2+/8/2/2023//UPI//Delivered+Good Service
//ord_39012//Raj Kapoor-218Malleswaram//Pooja Sharma*Masala Dosa+1+/4/23/2023//Credit Card//Delivered+Good Service
"//ord_39113//Pooja Patel-221BTM Layout//Siddharth Singh*Tandoori Chicken+3+/5/30/2023//Online Payment//Delivered+Fast delivery, fresh food"
"//ord_39214//Anika Verma-198Indiranagar//Ananya Reddy*Paneer Tikka+1+/11/20/2023//COD//Delivered+Fast delivery, fresh food"
//ord_39315//Rohit Singh-165Indiranagar//Rajesh Kumar*Veg Biryani+2+/2/23/2023//Online Payment//Delivered+On Time Delivery
//ord_39416//Nisha Gupta-116Koramangala//Rajesh Kumar*Tandoori Chicken+3+/4/17/2023//Online Payment//Delivered+Good Service
//ord_39517//Arjun Shah-155MG Road//Sneha Verma*Pasta+2+/7/16/2023//UPI//Delivered+Good Service
"//ord_39618//Rakesh Sharma-213Malleswaram//Siddharth Singh*Chicken Biryani+4+/12/5/2023//Online Payment//Delivered+Fast delivery, fresh food"
//ord_39719//Deepak Sharma-197HSR Layout//Siddharth Singh*Chicken Curry+2+/12/26/2023//UPI//Delivered+Good Service
"//ord_39820//Raj Kapoor-218Malleswaram//Sneha Verma*Pav Bhaji+2+/3/19/2023//Credit Card//Delivered+Fast delivery, fresh food"
//ord_39921//Sneha Jain-226HSR Layout//Ravi Tiwari*Chicken Tikka+1+/9/6/2023//Online Payment//Delivered+On Time Delivery
"//ord_40022//Abhaya S Shankar-206Brigade Road//Divya Patel*Noodles+3+/12/1/2023//UPI//Delivered+Fast delivery, fresh food"
//ord_40123//Priya Singh-199Brigade Road//Divya Patel*Tandoori Chicken+3+/11/1/2023//Online Payment//Delivered+Good Service
//ord_40224//Kriti Patel-227Whitefield//Anil Gupta*Burger+1+/11/2/2023//UPI//Delivered+On Time Delivery
"//ord_40325//Rohan Patel-234Indiranagar//Pooja Sharma*Samosa+5+/3/19/2023//Online Payment//Delivered+Fast delivery, fresh food"
//ord_40426//Priyanka Singh-242Koramangala//Not Assigned*Samosa+5+/3/18/2023//Online Payment//Cancelled+Out of Stock
//ord_40527//Aryan Shah-113Jayanagar//Ananya Reddy*Hakka Noodles+1+/3/6/2023//COD//Delivered+On Time Delivery
//ord_40628//Deepak Sharma-197HSR Layout//Manoj Singh*Chicken Curry+2+/9/15/2023//Credit Card//Delivered+Good Service
"//ord_40729//Aryan Shah-113Jayanagar//Ananya Reddy*Chicken Biryani+2+/8/31/2023//Online Payment//Delivered+Fast delivery, fresh food"
//ord_40830//Aryan Shah-113Jayanagar//Rajesh Kumar*Noodles+1+/11/6/2023//Credit Card//Delivered+Good Service
//ord_40931//Rahul Sharma-215MG Road//Not Assigned*Chicken Biryani+2+/7/30/2023//Credit Card//Cancelled+High Delivery Fees
//ord_41032//Neha Patel-104Whitefield//Ananya Reddy*Chicken Biryani+2+/3/27/2023//Credit Card//Delivered+Good Service
//ord_41133//Kriti Patel-227Whitefield//Pooja Sharma*Pasta+2+/3/1/2023//COD//Delivered+On Time Delivery
"//ord_41234//Rohan Patel-234Indiranagar//Ravi Tiwari*Chicken Tikka+1+/10/15/2023//Online Payment//Delivered+Fast delivery, fresh food"
//ord_41335//Naveen Kumar-265Koramangala//Rajesh Kumar*Fish Curry+1+/6/19/2023//Online Payment//Delivered+Good Service
"//ord_41436//Neha Patel-104Whitefield//Rajesh Kumar*Fish Biryani+4+/9/29/2023//COD//Delivered+Fast delivery, fresh food"
//ord_41537//Nisha Gupta-116Koramangala//Divya Patel*Paneer Tikka+1+/10/14/2023//Credit Card//Delivered+On Time Delivery
"//ord_41638//Venugopal V-231Koramangala//Rajesh Kumar*Fish Biryani+4+/12/2/2023//Credit Card//Delivered+Fast delivery, fresh food"
//ord_41739//Rahul Sharma-215MG Road//Not Assigned*Masala Dosa+1+/8/9/2023//Online Payment//Cancelled+High Delivery Fees
"//ord_41840//Varun Dhamodar-110HSR Layout//Manoj Singh*Noodles+4+/10/4/2023//UPI//Delivered+Fast delivery, fresh food"
//ord_41941//Varun Dhamodar-110HSR Layout//Siddharth Singh*Fish Curry+2+/9/14/2023//Credit Card//Delivered+Good Service
//ord_42042//Shreya Singh-268Marathahalli//Anil Gupta*Fish Biryani+2+/8/2/2023//UPI//Delivered+Good Service
"//ord_42143//Anjali Jain-288Malleswaram//Anil Gupta*Butter Naan+4+/2/21/2023//UPI//Delivered+Fast delivery, fresh food"
//ord_42244//Vaishnavi M-111Brigade Road//Rajesh Kumar*Butter Chicken+2+/7/18/2023//Online Payment//Delivered+On Time Delivery
